2026-08-01 00:00,TL0000,24
2026-08-01 00:00,TL0001,9
2026-08-01 00:00,TL0002,12
2026-08-01 00:00,TL0003,15
2026-08-01 00:00,TL0004,7
2026-08-01 00:00,TL0005,21
2026-08-01 00:00,TL0006,13
2026-08-01 00:00,TL0007,6
2026-08-01 00:00,TL0008,9
2026-08-01 00:00,TL0009,9
2026-08-01 00:00,TL0010,13
2026-08-01 00:00,TL0011,5
2026-08-01 00:00,TL0012,15
2026-08-01 00:00,TL0013,7
2026-08-01 00:00,TL0014,2
2026-08-01 00:00,TL0015,13
2026-08-01 00:00,TL0016,5
2026-08-01 00:00,TL0017,8
2026-08-01 00:00,TL0018,17
2026-08-01 00:00,TL0019,8
2026-08-01 00:05,TL0000,10
2026-08-01 00:05,TL0001,10
2026-08-01 00:05,TL0002,2
2026-08-01 00:05,TL0003,7
2026-08-01 00:05,TL0004,4
2026-08-01 00:05,TL0005,16
2026-08-01 00:05,TL0006,25
2026-08-01 00:05,TL0007,10
2026-08-01 00:05,TL0008,11
2026-08-01 00:05,TL0009,12
2026-08-01 00:05,TL0010,7
2026-08-01 00:05,TL0011,13
2026-08-01 00:05,TL0012,19
2026-08-01 00:05,TL0013,11
2026-08-01 00:05,TL0014,10
2026-08-01 00:05,TL0015,13
2026-08-01 00:05,TL0016,3
2026-08-01 00:05,TL0017,4
2026-08-01 00:05,TL0018,8
2026-08-01 00:05,TL0019,20
2026-08-01 00:10,TL0000,25
2026-08-01 00:10,TL0001,6
2026-08-01 00:10,TL0002,12
2026-08-01 00:10,TL0003,14
2026-08-01 00:10,TL0004,12
2026-08-01 00:10,TL0005,17
2026-08-01 00:10,TL0006,24
2026-08-01 00:10,TL0007,7
2026-08-01 00:10,TL0008,7
2026-08-01 00:10,TL0009,11
2026-08-01 00:10,TL0010,11
2026-08-01 00:10,TL0011,14
2026-08-01 00:10,TL0012,22
2026-08-01 00:10,TL0013,7
2026-08-01 00:10,TL0014,3
2026-08-01 00:10,TL0015,3
2026-08-01 00:10,TL0016,14
2026-08-01 00:10,TL0017,8
2026-08-01 00:10,TL0018,17
2026-08-01 00:10,TL0019,14
2026-08-01 00:15,TL0000,21
2026-08-01 00:15,TL0001,7
2026-08-01 00:15,TL0002,3
2026-08-01 00:15,TL0003,4
2026-08-01 00:15,TL0004,5
2026-08-01 00:15,TL0005,21
2026-08-01 00:15,TL0006,10
2026-08-01 00:15,TL0007,1
2026-08-01 00:15,TL0008,9
2026-08-01 00:15,TL0009,16
2026-08-01 00:15,TL0010,14
2026-08-01 00:15,TL0011,14
2026-08-01 00:15,TL0012,7
2026-08-01 00:15,TL0013,22
2026-08-01 00:15,TL0014,0
2026-08-01 00:15,TL0015,12
2026-08-01 00:15,TL0016,10
2026-08-01 00:15,TL0017,13
2026-08-01 00:15,TL0018,17
2026-08-01 00:15,TL0019,22
2026-08-01 00:20,TL0000,25
2026-08-01 00:20,TL0001,6
2026-08-01 00:20,TL0002,4
2026-08-01 00:20,TL0003,8
2026-08-01 00:20,TL0004,6
2026-08-01 00:20,TL0005,20
2026-08-01 00:20,TL0006,9
2026-08-01 00:20,TL0007,6
2026-08-01 00:20,TL0008,8
2026-08-01 00:20,TL0009,7
2026-08-01 00:20,TL0010,15
2026-08-01 00:20,TL0011,7
2026-08-01 00:20,TL0012,21
2026-08-01 00:20,TL0013,10
2026-08-01 00:20,TL0014,0
2026-08-01 00:20,TL0015,11
2026-08-01 00:20,TL0016,15
2026-08-01 00:20,TL0017,12
2026-08-01 00:20,TL0018,14
2026-08-01 00:20,TL0019,15
2026-08-01 00:25,TL0000,16
2026-08-01 00:25,TL0001,10
2026-08-01 00:25,TL0002,10
2026-08-01 00:25,TL0003,5
2026-08-01 00:25,TL0004,5
2026-08-01 00:25,TL0005,14
2026-08-01 00:25,TL0006,22
2026-08-01 00:25,TL0007,5
2026-08-01 00:25,TL0008,10
2026-08-01 00:25,TL0009,14
2026-08-01 00:25,TL0010,16
2026-08-01 00:25,TL0011,7
2026-08-01 00:25,TL0012,17
2026-08-01 00:25,TL0013,9
2026-08-01 00:25,TL0014,7
2026-08-01 00:25,TL0015,6
2026-08-01 00:25,TL0016,16
2026-08-01 00:25,TL0017,13
2026-08-01 00:25,TL0018,5
2026-08-01 00:25,TL0019,20
2026-08-01 00:30,TL0000,16
2026-08-01 00:30,TL0001,10
2026-08-01 00:30,TL0002,12
2026-08-01 00:30,TL0003,8
2026-08-01 00:30,TL0004,15
2026-08-01 00:30,TL0005,21
2026-08-01 00:30,TL0006,21
2026-08-01 00:30,TL0007,4
